text;question;options;ans;label;category
"Bacalah  teks cerita fabel berikut dengan sekasama! 									 Domba Kecil dan Anjing Gunung  Suatu hari seorang gembala domba muda meninggalkan dombanya di sebuah padang rumput yang di pagari oleh kayu untuk menghalangi mereka dari serangan kawanan anjing gunung, merasa tenang dan aman akan dombanya pengembala itu pulang ke rumahnya dan dia terkejut melihat seekor Domba kecil tertinggal dari kawanannya.  Lalu pengembala itu menempatkan domba kecil itu di atas sebuah atap gubuk yang terbuat dari jerami padi, domba kecil itu berteriak memanggil ibunya namun karena jarak dari atap gubuk ke padang rumput sangat jauh suara domba kecil itu tidak terdengar oleh ibunya. Tapi teriakannya itu terdengar oleh seekor anjing gunung yang sedang mencari mangsa, anjing itu segera mengikuti arah suara teriakan itu berasal sambil memperhatikan keadaan anjing gunung itu melihat seekor domba kecil yang berdiri di atas atap gubuk.  Anjing gunung itu segera meloncat-loncat untuk menggapai atap gubuk itu namun dia tidak berhasil, anjing gunung itu terus berusaha sekuat mungkin mencoba dan terus mecoba meskipun gagal. Akhirnya anjing gunung itu lelah dan menyerah dia hanya bisa menatap dan terus menggonggong ke arah domba kecil itu berharap domba kecil itu kaget dan jatuh dari atap.  Namun domba kecil itu malah menyeringai kepada sang anjing gunung domba kecil itu lalu mengejek anjing gunung yang mencoba menangkapnya namun tidak mampu melakukannnya, Domba kecil itu terus mengejek karena berada di atas atap dan disitulah timbul keberanian. Meskipun domba kecil itu tidak mau mengejek sang anjing gunung itu.  Anjing gunung itu memperhatikan tingkah laku domba kecil itu dengan sangat marah dan dia berkata kepada domba kecil itu ""Kuperhatikan dari tadi kau mengejekku aku mendengarnya dengan sangat baik ruapanya kau sangat senang berada di atap sana"". Kata sang anjing gunung.  ""Aku tidak akan dendam padamu domba kecil karena jika bukan atap gubuk itu yang menyelamatkan hidupmu coba saja kau bayangkan ketika berada di atas tanah mungkin bukan ejekan yang akan kau katakana kepadaku"". Sang anjing gunung berkata kepada domba kecil.  Akhirnya sang anjing gunung itupun pergi meninggalkan domba kecil itu disaat itu domba kecil berpikir dan merenungkannya dalam hati apa yang telah dia lakukan kepada sang anjing gunung adalah perbuatan yang tidak baik ""Aku telah mengejek sang anjing gunung itu karena aku berada di atas atap gubuk yang terbuat dari jerami ini, jika aku berada di atas tanah dengan sang anjing gunung itu mungkin memang benar apa yang dikatakan olehnya"". Domba kecil menggerutu dalam hati.  ";Pesan moral dalam teks tersebut adalah ...;"A. Ketika kita memiliki kelebihan, hendaknya kita tidak berbagi.
 B. Ketika kita memiliki kelebihan, hendaknya kita tidak rendah hati.
 C. Ketika kita memiliki kelebihan, hendaknya kita hidup sederhana.
 D. Ketika kita memiliki kelebihan, hendaknya kita tidak menyombongkan.
 ";D;C3;Menentukan
"Bacalah  teks cerita fabel berikut dengan sekasama! 									 Domba Kecil dan Anjing Gunung  Suatu hari seorang gembala domba muda meninggalkan dombanya di sebuah padang rumput yang di pagari oleh kayu untuk menghalangi mereka dari serangan kawanan anjing gunung, merasa tenang dan aman akan dombanya pengembala itu pulang ke rumahnya dan dia terkejut melihat seekor Domba kecil tertinggal dari kawanannya.  Lalu pengembala itu menempatkan domba kecil itu di atas sebuah atap gubuk yang terbuat dari jerami padi, domba kecil itu berteriak memanggil ibunya namun karena jarak dari atap gubuk ke padang rumput sangat jauh suara domba kecil itu tidak terdengar oleh ibunya. Tapi teriakannya itu terdengar oleh seekor anjing gunung yang sedang mencari mangsa, anjing itu segera mengikuti arah suara teriakan itu berasal sambil memperhatikan keadaan anjing gunung itu melihat seekor domba kecil yang berdiri di atas atap gubuk.  Anjing gunung itu segera meloncat-loncat untuk menggapai atap gubuk itu namun dia tidak berhasil, anjing gunung itu terus berusaha sekuat mungkin mencoba dan terus mecoba meskipun gagal. Akhirnya anjing gunung itu lelah dan menyerah dia hanya bisa menatap dan terus menggonggong ke arah domba kecil itu berharap domba kecil itu kaget dan jatuh dari atap.  Namun domba kecil itu malah menyeringai kepada sang anjing gunung domba kecil itu lalu mengejek anjing gunung yang mencoba menangkapnya namun tidak mampu melakukannnya, Domba kecil itu terus mengejek karena berada di atas atap dan disitulah timbul keberanian. Meskipun domba kecil itu tidak mau mengejek sang anjing gunung itu.  Anjing gunung itu memperhatikan tingkah laku domba kecil itu dengan sangat marah dan dia berkata kepada domba kecil itu ""Kuperhatikan dari tadi kau mengejekku aku mendengarnya dengan sangat baik ruapanya kau sangat senang berada di atap sana"". Kata sang anjing gunung.  ""Aku tidak akan dendam padamu domba kecil karena jika bukan atap gubuk itu yang menyelamatkan hidupmu coba saja kau bayangkan ketika berada di atas tanah mungkin bukan ejekan yang akan kau katakana kepadaku"". Sang anjing gunung berkata kepada domba kecil.  Akhirnya sang anjing gunung itupun pergi meninggalkan domba kecil itu disaat itu domba kecil berpikir dan merenungkannya dalam hati apa yang telah dia lakukan kepada sang anjing gunung adalah perbuatan yang tidak baik ""Aku telah mengejek sang anjing gunung itu karena aku berada di atas atap gubuk yang terbuat dari jerami ini, jika aku berada di atas tanah dengan sang anjing gunung itu mungkin memang benar apa yang dikatakan olehnya"". Domba kecil menggerutu dalam hati.  ";Watak tokoh Domba dalam teks tersebut adalah ...;"A. pemarah
 B. sombong
 C. pendiam
 D. penyabar
 ";B;C3;Menentukan
"Bacalah  teks cerita fabel berikut dengan sekasama! 									 Burung Gagak yang HausPada suatu hari yang panas, seekor burung gagak kehausan, terbang di atas ladang untuk mencari air. Lama sekali ia terbang untuk mencari air, tetapi tidak menemukannya. Tiba-tiba ia melihat sebuah tempayan air di bawah sana. Ia pun terbang ke bawah untuk melihat kalau-kalau ada air di dalamnya.ia senang karena dapat melihat air di dalam tempayan itu. Kemudian, gagak itu berusaha memasukkan kepalanya ke dalam tempayan. Sayang, leher tempayan itu terlalu sempit untuk kepalanya. Gagak berusaha untuk menggulingkan tempayan itu agar airnya mengalir. Namun, tempayan itu terlalu berat baginya.Gagak itu lalu berpikir keras sebentar. Ketika menengok ke kanan dan ke kiri, ia melihat beberapa kerikil. Tiba-tiba terlintas dalam pikirannya gagasan yang bagus. Ia pun mulai memunguti kerikil itu satu demi satu, lalu memasukan setiap kerikil itu ke dalam tempayan. Semakin banyak kerikil yang dimasukkan, air pun naik. Oleh karena itu, burung gagak itu bisa meminum air dari tempayan tersebut.Dikutip:http://www.rumahdongeng.com./cerita-anak.php=2017 						 ";Untuk apa gagak memunguti kerikil? ...;"A. untuk melempari tempayan agar pecah
 B. untuk melempari mangsanya
 C. untuk dimasukkan ke dalam tempayan
 D. untuk dimasukkan ke dalam mulutnya
 ";C;C4 ;Mengaitkan
"Bacalah  teks cerita fabel berikut dengan sekasama! 									 Burung Gagak yang HausPada suatu hari yang panas, seekor burung gagak kehausan, terbang di atas ladang untuk mencari air. Lama sekali ia terbang untuk mencari air, tetapi tidak menemukannya. Tiba-tiba ia melihat sebuah tempayan air di bawah sana. Ia pun terbang ke bawah untuk melihat kalau-kalau ada air di dalamnya.ia senang karena dapat melihat air di dalam tempayan itu. Kemudian, gagak itu berusaha memasukkan kepalanya ke dalam tempayan. Sayang, leher tempayan itu terlalu sempit untuk kepalanya. Gagak berusaha untuk menggulingkan tempayan itu agar airnya mengalir. Namun, tempayan itu terlalu berat baginya.Gagak itu lalu berpikir keras sebentar. Ketika menengok ke kanan dan ke kiri, ia melihat beberapa kerikil. Tiba-tiba terlintas dalam pikirannya gagasan yang bagus. Ia pun mulai memunguti kerikil itu satu demi satu, lalu memasukan setiap kerikil itu ke dalam tempayan. Semakin banyak kerikil yang dimasukkan, air pun naik. Oleh karena itu, burung gagak itu bisa meminum air dari tempayan tersebut.Dikutip:http://www.rumahdongeng.com./cerita-anak.php=2017 						 ";Jenis – jenis  teks fabel Burung Gagak yang Haus tersebut adalah ...;"A. lokal
 B. nusantara
 C. internasional
 D. dunia
 ";B;C3;Menentukan
"Bacalah  teks cerita legenda berikut dengan sekasama! 									 Kisah Timun Emas 							 Mbok Sirni namanya, ia seorang janda yang menginginkan seorang anak agar dapat membantunya bekerja. Suatu hari ia didatangi oleh raksasa yang ingin memberi seorang anak dengan syarat apabila anak itu berusia enam tahun harus diserahkan ke raksasa itu untuk disantap.  Mbok Sirnipun setuju. Raksasa memberinya biji mentimun agar ditanam dan dirawat. Setelah dua minggu diantara buah ketimun yang ditanamnya ada satu yang paling besar dan berkilau seperti emas.  Kemudian Mbok Sirni membelah buah itu dengan hati-hati. Ternyata isinya seorang bayi cantik yang diberi nama Timun Emas. Semakin hari Timun Emas tumbuh menjadi gadis jelita. Suatu hari datanglah raksasa untuk menagih janji.  Mbok Sirni amat takut kehilangan Timun Emas, dia mengulur janji agar raksasa datang 2 tahun lagi, karena semakin dewasa, semakin enak untuk disantap, raksasa pun setuju.  Mbok Sirnipun semakin sayang pada Timun Emas, setiap kali ia teringat akan janjinya hatinyapun menjadi cemas dan sedih. Suatu malam Mbok Sirni bermimpi, agar anaknya selamat ia harus menemui petapa di Gunung Gundul.  Paginya ia langsung pergi. Di Gunung Gundul ia bertemu seorang petapa yang memberinya 4 buah bungkusan kecil, yaitu biji mentimun, jarum, garam, dan terasi sebagai penangkal 							 Sesampainya di rumah diberikannya 4 bungkusan tadi kepada Timun Emas, dan disuruhnya Timun Emas berdoa. Paginya raksasa datang lagi untuk menagih janji. Timun Emaspun disuruh keluar lewat pintu belakang oleh Mbok Sirni. Raksasapun mengejarnya. Timun Emaspun teringat akan bungkusannya, maka ditebarnya biji mentimun. Sungguh ajaib, hutan menjadi ladang mentimun yang lebat buahnya. 							 Raksasapun memakannya. Tapi buah timun itu malah menambah tenaga raksasa. Lalu Timun Emas menaburkan jarum, dalam sekejap tumbuhlah pohon-pohon bambu yang sangat tinggi dan tajam. Dengan kaki yang berdarah-darah raksasa terus mengejar. Timun Emaspun membuka bingkisan garam dan ditaburkannya. Seketika hutanpun menjadi lautan luas. Dengan kesakitan raksasa dapat melewatinya.  Yang terakhir Timun Emas akhirnya menaburkan terasi, seketika terbentuklah lautan lumpur yang mendidih, akhirnya raksasapun mati. ""Terimakasih Tuhan, Engkau telah melindungi hambamu ini"" Timun Emas mengucap syukur. Akhirnya Timun Emas dan Mbok Sirni hidup bahagia dan damai. 							 ";Apa isi pesan yang disampaikan pada teks tersebut adalah ...;"A. harus bersyukur
 B. janji tidak harus ditepati
 C. obral janji
 D. tidak boleh asal janji


									  ";D;C4 ;Mengaitkan
"Bacalah  teks cerita legenda berikut dengan sekasama! 									 Kisah Timun Emas 							 Mbok Sirni namanya, ia seorang janda yang menginginkan seorang anak agar dapat membantunya bekerja. Suatu hari ia didatangi oleh raksasa yang ingin memberi seorang anak dengan syarat apabila anak itu berusia enam tahun harus diserahkan ke raksasa itu untuk disantap.  Mbok Sirnipun setuju. Raksasa memberinya biji mentimun agar ditanam dan dirawat. Setelah dua minggu diantara buah ketimun yang ditanamnya ada satu yang paling besar dan berkilau seperti emas.  Kemudian Mbok Sirni membelah buah itu dengan hati-hati. Ternyata isinya seorang bayi cantik yang diberi nama Timun Emas. Semakin hari Timun Emas tumbuh menjadi gadis jelita. Suatu hari datanglah raksasa untuk menagih janji.  Mbok Sirni amat takut kehilangan Timun Emas, dia mengulur janji agar raksasa datang 2 tahun lagi, karena semakin dewasa, semakin enak untuk disantap, raksasa pun setuju.  Mbok Sirnipun semakin sayang pada Timun Emas, setiap kali ia teringat akan janjinya hatinyapun menjadi cemas dan sedih. Suatu malam Mbok Sirni bermimpi, agar anaknya selamat ia harus menemui petapa di Gunung Gundul.  Paginya ia langsung pergi. Di Gunung Gundul ia bertemu seorang petapa yang memberinya 4 buah bungkusan kecil, yaitu biji mentimun, jarum, garam, dan terasi sebagai penangkal 							 Sesampainya di rumah diberikannya 4 bungkusan tadi kepada Timun Emas, dan disuruhnya Timun Emas berdoa. Paginya raksasa datang lagi untuk menagih janji. Timun Emaspun disuruh keluar lewat pintu belakang oleh Mbok Sirni. Raksasapun mengejarnya. Timun Emaspun teringat akan bungkusannya, maka ditebarnya biji mentimun. Sungguh ajaib, hutan menjadi ladang mentimun yang lebat buahnya. 							 Raksasapun memakannya. Tapi buah timun itu malah menambah tenaga raksasa. Lalu Timun Emas menaburkan jarum, dalam sekejap tumbuhlah pohon-pohon bambu yang sangat tinggi dan tajam. Dengan kaki yang berdarah-darah raksasa terus mengejar. Timun Emaspun membuka bingkisan garam dan ditaburkannya. Seketika hutanpun menjadi lautan luas. Dengan kesakitan raksasa dapat melewatinya.  Yang terakhir Timun Emas akhirnya menaburkan terasi, seketika terbentuklah lautan lumpur yang mendidih, akhirnya raksasapun mati. ""Terimakasih Tuhan, Engkau telah melindungi hambamu ini"" Timun Emas mengucap syukur. Akhirnya Timun Emas dan Mbok Sirni hidup bahagia dan damai. 							 ";Mengapa tokoh Raksasa mengejar Timun Mas ? ...;"A. menagih janji pada Mbok Sirni
 B. menagih utang pada Mbok Sirni
 C. melamar pada Timun Mas
 D. raksasa kelaparan
 ";A;C4 ;Mengaitkan
"Bacalah kutipan teks cerita  berikut dengan sekasama! 									 Suatu kejadian yang sungguh-sungguh pernah terjadi, pada masa yang belum begitu lampau dan bertempat di dunia seperti yang kita kenal sekarang, bersifat migration yakni dapat berpindah-pindah, sehingga dikenal luas di daerah-daerah yang berbeda dan tersebar dalam bentuk pengelompokan yang disebut siklus yaitu sekolompok cerita yang berkisar pada suatu tokoh atau kejadian tertentu.     ";Pernyataan di atas merupakan pengertian ...;"A. fabel
 B. legenda
 C. cerpen
 D. novel
 ";B;C3;Menentukan
"Cermati teks berikut! 							 (1) Taman Nasional adalah kawasan pelestarian alam yang mempunyai ekosistem asli dan dikelola dengan bersistem untuk keperluan  berbagai penelitian, perkembangan ilmu pengetahuan, pendidikan, dan pariwisata. Taman nasional  didirikan untuk melestarikan lingkungan alam dan mengembangkan pengetahuan.  Kawasan Taman Nasional memiliki sumber daya alam hayati dan ekosistem yang khas, unik, utuh, dan alami serta mempunyai luas wilayah yang cukup untuk kelangsungan proses ekologis secara alami dengan pembagian zona inti, zona pemanfaatan, dan zona rimba. Di taman nasional ini berbagai habitat hidup dengan aman dan alami, misalnya orang utan dengan leluasa berayun dari satu pohon ke pohon lain dan ia memilih pucuk-pucuk daun untuk dimakan.  (2) Taman Nasional berfungsi untuk pelestarian habitat hewan dan tumbuhan yang hidup di wilayah Indonesia. Taman Nasional ini sangat berguna untuk penelitian dan pengembangan ilmu pengetahuan, misalnya untuk pengamatan fenomena alam, konservasi alam, pemanfaatan air serta energi air panas, dan angin serta wisata alam.     ";Berdasarkan struktur teks hasil observasi, bagian nomor 2 merupakan ...;"A. Deskripsi umum                                
 B. Deskripsi manfaat
 C. Deskripsi bagian
 D. Definisi umum                                  ";C;C3;Menentukan
"Cermati teks berikut! 							 (1) Taman Nasional adalah kawasan pelestarian alam yang mempunyai ekosistem asli dan dikelola dengan bersistem untuk keperluan  berbagai penelitian, perkembangan ilmu pengetahuan, pendidikan, dan pariwisata. Taman nasional  didirikan untuk melestarikan lingkungan alam dan mengembangkan pengetahuan.  Kawasan Taman Nasional memiliki sumber daya alam hayati dan ekosistem yang khas, unik, utuh, dan alami serta mempunyai luas wilayah yang cukup untuk kelangsungan proses ekologis secara alami dengan pembagian zona inti, zona pemanfaatan, dan zona rimba. Di taman nasional ini berbagai habitat hidup dengan aman dan alami, misalnya orang utan dengan leluasa berayun dari satu pohon ke pohon lain dan ia memilih pucuk-pucuk daun untuk dimakan.  (2) Taman Nasional berfungsi untuk pelestarian habitat hewan dan tumbuhan yang hidup di wilayah Indonesia. Taman Nasional ini sangat berguna untuk penelitian dan pengembangan ilmu pengetahuan, misalnya untuk pengamatan fenomena alam, konservasi alam, pemanfaatan air serta energi air panas, dan angin serta wisata alam.     ";Berdasarkan struktur teks hasil observasi, bagian nomor 2 merupakan ...;"A. Deskripsi umum                                
 B. Deskripsi manfaat
 C. Deskripsi bagian
 D. Definisi umum                                  ";C;C3;Menentukan
"Cermati teks berikut! 							 (1) Taman Nasional adalah kawasan pelestarian alam yang mempunyai ekosistem asli dan dikelola dengan bersistem untuk keperluan berbagai penelitian, perkembangan ilmu pengetahuan, pendidikan, dan pariwisata. Taman nasional  didirikan untuk melestarikan lingkungan alam dan mengembangkan pengetahuan.  Kawasan Taman Nasional memiliki sumber daya alam hayati dan ekosistem yang khas, unik, utuh, dan alami serta mempunyai luas wilayah yang cukup untuk kelangsungan proses ekologis secara alami dengan pembagian zona inti, zona pemanfaatan, dan zona rimba. Di taman nasional ini berbagai habitat hidup dengan aman dan alami, misalnya orang utan dengan leluasa berayun dari satu pohon ke pohon lain dan ia memilih pucuk-pucuk daun untuk dimakan.  (2) Taman Nasional berfungsi untuk pelestarian habitat hewan dan tumbuhan yang hidup di wilayah Indonesia. Taman Nasional ini sangat berguna untuk penelitian dan pengembangan ilmu pengetahuan, misalnya untuk pengamatan fenomena alam, konservasi alam, pemanfaatan air serta energi air panas, dan angin serta wisata alam.     ";Berdasarkan struktur teks hasil observasi, bagian nomor 1 merupakan ...;"A. Deskripsi umum                               
 B. Definisi umum          
 C. Deskripsi bagian
 D. Deskripsi manfaat ";B;C3;Menentukan
"Cermati teks berikut! 							 (1) Taman Nasional adalah kawasan pelestarian alam yang mempunyai ekosistem asli dan dikelola dengan bersistem untuk keperluan berbagai penelitian, perkembangan ilmu pengetahuan, pendidikan, dan pariwisata. Taman nasional  didirikan untuk melestarikan lingkungan alam dan mengembangkan pengetahuan.  Kawasan Taman Nasional memiliki sumber daya alam hayati dan ekosistem yang khas, unik, utuh, dan alami serta mempunyai luas wilayah yang cukup untuk kelangsungan proses ekologis secara alami dengan pembagian zona inti, zona pemanfaatan, dan zona rimba. Di taman nasional ini berbagai habitat hidup dengan aman dan alami, misalnya orang utan dengan leluasa berayun dari satu pohon ke pohon lain dan ia memilih pucuk-pucuk daun untuk dimakan.  (2) Taman Nasional berfungsi untuk pelestarian habitat hewan dan tumbuhan yang hidup di wilayah Indonesia. Taman Nasional ini sangat berguna untuk penelitian dan pengembangan ilmu pengetahuan, misalnya untuk pengamatan fenomena alam, konservasi alam, pemanfaatan air serta energi air panas, dan angin serta wisata alam.     ";Berdasarkan struktur teks hasil observasi, bagian nomor 1 merupakan ...;"A. Deskripsi umum                               
 B. Definisi umum          
 C. Deskripsi bagian
 D. Deskripsi manfaat ";B;C3;Menentukan
